"No.","Time","Source","Destination","Protocol","Length","Info"
"22","2.823552","213.179.201.175","10.12.223.178","UDP","60","50005  >  60052 Len=8"
"32","4.134624","213.179.201.175","10.12.223.178","UDP","60","50005  >  49668 Len=8"
"67","7.832119","213.179.201.175","10.12.223.178","UDP","60","50005  >  60052 Len=8"
"92","9.136647","213.179.201.175","10.12.223.178","UDP","60","50005  >  49668 Len=8"
"142","12.844170","213.179.201.175","10.12.223.178","UDP","60","50005  >  60052 Len=8"
"171","14.134916","213.179.201.175","10.12.223.178","UDP","60","50005  >  49668 Len=8"
"172","14.342572","213.179.201.175","10.12.223.178","UDP","542","50005  >  49668 Len=500"
"173","14.343611","213.179.201.175","10.12.223.178","UDP","542","50005  >  60052 Len=500"
"176","14.363827","213.179.201.175","10.12.223.178","UDP","356","50005  >  49668 Len=314"
"177","14.363827","213.179.201.175","10.12.223.178","UDP","356","50005  >  60052 Len=314"
"178","14.379614","213.179.201.175","10.12.223.178","UDP","492","50005  >  49668 Len=450"
"179","14.379614","213.179.201.175","10.12.223.178","UDP","492","50005  >  60052 Len=450"
"180","14.399697","213.179.201.175","10.12.223.178","UDP","402","50005  >  49668 Len=360"
"181","14.399697","213.179.201.175","10.12.223.178","UDP","402","50005  >  60052 Len=360"
"184","14.419310","213.179.201.175","10.12.223.178","UDP","420","50005  >  49668 Len=378"
"185","14.419310","213.179.201.175","10.12.223.178","UDP","420","50005  >  60052 Len=378"
"187","14.440298","213.179.201.175","10.12.223.178","UDP","452","50005  >  49668 Len=410"
"188","14.440298","213.179.201.175","10.12.223.178","UDP","452","50005  >  60052 Len=410"
"190","14.458882","213.179.201.175","10.12.223.178","UDP","409","50005  >  49668 Len=367"
"191","14.458882","213.179.201.175","10.12.223.178","UDP","409","50005  >  60052 Len=367"
"192","14.481704","213.179.201.175","10.12.223.178","UDP","407","50005  >  49668 Len=365"
"193","14.481704","213.179.201.175","10.12.223.178","UDP","407","50005  >  60052 Len=365"
"194","14.501047","213.179.201.175","10.12.223.178","UDP","395","50005  >  49668 Len=353"
"195","14.501047","213.179.201.175","10.12.223.178","UDP","395","50005  >  60052 Len=353"
"196","14.521954","213.179.201.175","10.12.223.178","UDP","395","50005  >  49668 Len=353"
"197","14.521954","213.179.201.175","10.12.223.178","UDP","395","50005  >  60052 Len=353"
"198","14.539747","213.179.201.175","10.12.223.178","UDP","395","50005  >  49668 Len=353"
"199","14.540911","213.179.201.175","10.12.223.178","UDP","395","50005  >  60052 Len=353"
"200","14.560774","213.179.201.175","10.12.223.178","UDP","395","50005  >  60052 Len=353"
"201","14.560774","213.179.201.175","10.12.223.178","UDP","395","50005  >  49668 Len=353"
"202","14.580105","213.179.201.175","10.12.223.178","UDP","395","50005  >  49668 Len=353"
"203","14.580105","213.179.201.175","10.12.223.178","UDP","395","50005  >  60052 Len=353"
