"No.","Time","Source","Destination","Protocol","Length","Info"
"10","1.141143","213.179.201.175","10.12.223.178","UDP","60","50005  >  60052 Len=8"
"14","1.732894","213.179.201.175","10.12.223.178","UDP","60","50005  >  55126 Len=8"
"52","6.152782","213.179.201.175","10.12.223.178","UDP","60","50005  >  60052 Len=8"
"58","6.735127","213.179.201.175","10.12.223.178","UDP","60","50005  >  55126 Len=8"
"126","11.154725","213.179.201.175","10.12.223.178","UDP","60","50005  >  60052 Len=8"
"132","11.418447","213.179.201.175","10.12.223.178","UDP","115","50005  >  60052 Len=73"
"133","11.418447","213.179.201.175","10.12.223.178","UDP","115","50005  >  55126 Len=73"
"136","11.450680","213.179.201.175","10.12.223.178","UDP","120","50005  >  60052 Len=78"
"137","11.450680","213.179.201.175","10.12.223.178","UDP","120","50005  >  55126 Len=78"
"138","11.459265","213.179.201.175","10.12.223.178","UDP","128","50005  >  55126 Len=86"
"139","11.459265","213.179.201.175","10.12.223.178","UDP","128","50005  >  60052 Len=86"
"140","11.479272","213.179.201.175","10.12.223.178","UDP","124","50005  >  55126 Len=82"
"141","11.481166","213.179.201.175","10.12.223.178","UDP","124","50005  >  60052 Len=82"
"146","11.497547","213.179.201.175","10.12.223.178","UDP","107","50005  >  60052 Len=65"
"147","11.497547","213.179.201.175","10.12.223.178","UDP","107","50005  >  55126 Len=65"
"152","11.518474","213.179.201.175","10.12.223.178","UDP","110","50005  >  60052 Len=68"
"153","11.518474","213.179.201.175","10.12.223.178","UDP","110","50005  >  55126 Len=68"
"155","11.539448","213.179.201.175","10.12.223.178","UDP","124","50005  >  55126 Len=82"
"156","11.539448","213.179.201.175","10.12.223.178","UDP","124","50005  >  60052 Len=82"
"158","11.557651","213.179.201.175","10.12.223.178","UDP","124","50005  >  60052 Len=82"
"159","11.557651","213.179.201.175","10.12.223.178","UDP","124","50005  >  55126 Len=82"
"162","11.578926","213.179.201.175","10.12.223.178","UDP","130","50005  >  60052 Len=88"
"163","11.578926","213.179.201.175","10.12.223.178","UDP","130","50005  >  55126 Len=88"
"164","11.601415","213.179.201.175","10.12.223.178","UDP","124","50005  >  55126 Len=82"
"165","11.601415","213.179.201.175","10.12.223.178","UDP","124","50005  >  60052 Len=82"
"166","11.619447","213.179.201.175","10.12.223.178","UDP","125","50005  >  60052 Len=83"
"167","11.619447","213.179.201.175","10.12.223.178","UDP","125","50005  >  55126 Len=83"
"168","11.639605","213.179.201.175","10.12.223.178","UDP","125","50005  >  60052 Len=83"
"169","11.639605","213.179.201.175","10.12.223.178","UDP","125","50005  >  55126 Len=83"
"170","11.659061","213.179.201.175","10.12.223.178","UDP","119","50005  >  60052 Len=77"
"171","11.659061","213.179.201.175","10.12.223.178","UDP","119","50005  >  55126 Len=77"
"172","11.679128","213.179.201.175","10.12.223.178","UDP","119","50005  >  60052 Len=77"
"173","11.679128","213.179.201.175","10.12.223.178","UDP","119","50005  >  55126 Len=77"
"174","11.698195","213.179.201.175","10.12.223.178","UDP","111","50005  >  60052 Len=69"
"175","11.698195","213.179.201.175","10.12.223.178","UDP","111","50005  >  55126 Len=69"
"176","11.718157","213.179.201.175","10.12.223.178","UDP","112","50005  >  60052 Len=70"
"177","11.718157","213.179.201.175","10.12.223.178","UDP","112","50005  >  55126 Len=70"
"179","11.734738","213.179.201.175","10.12.223.178","UDP","60","50005  >  55126 Len=8"
"180","11.738759","213.179.201.175","10.12.223.178","UDP","108","50005  >  60052 Len=66"
"181","11.738759","213.179.201.175","10.12.223.178","UDP","108","50005  >  55126 Len=66"
"182","11.758770","213.179.201.175","10.12.223.178","UDP","110","50005  >  60052 Len=68"
"183","11.758770","213.179.201.175","10.12.223.178","UDP","110","50005  >  55126 Len=68"
"184","11.783309","213.179.201.175","10.12.223.178","UDP","108","50005  >  60052 Len=66"
"185","11.783309","213.179.201.175","10.12.223.178","UDP","108","50005  >  55126 Len=66"
"186","11.798955","213.179.201.175","10.12.223.178","UDP","108","50005  >  60052 Len=66"
"187","11.798955","213.179.201.175","10.12.223.178","UDP","108","50005  >  55126 Len=66"
"188","11.819412","213.179.201.175","10.12.223.178","UDP","110","50005  >  60052 Len=68"
"189","11.819412","213.179.201.175","10.12.223.178","UDP","110","50005  >  55126 Len=68"
"190","11.838234","213.179.201.175","10.12.223.178","UDP","109","50005  >  60052 Len=67"
"191","11.840632","213.179.201.175","10.12.223.178","UDP","109","50005  >  55126 Len=67"
"192","11.858791","213.179.201.175","10.12.223.178","UDP","110","50005  >  60052 Len=68"
"193","11.858791","213.179.201.175","10.12.223.178","UDP","110","50005  >  55126 Len=68"
"194","11.877993","213.179.201.175","10.12.223.178","UDP","111","50005  >  60052 Len=69"
"195","11.877993","213.179.201.175","10.12.223.178","UDP","111","50005  >  55126 Len=69"
"196","11.898132","213.179.201.175","10.12.223.178","UDP","112","50005  >  60052 Len=70"
"197","11.898132","213.179.201.175","10.12.223.178","UDP","112","50005  >  55126 Len=70"
"198","11.918474","213.179.201.175","10.12.223.178","UDP","111","50005  >  60052 Len=69"
"199","11.920215","213.179.201.175","10.12.223.178","UDP","111","50005  >  55126 Len=69"
"201","12.033718","213.179.201.175","10.12.223.178","UDP","109","50005  >  60052 Len=67"
"202","12.033718","213.179.201.175","10.12.223.178","UDP","109","50005  >  55126 Len=67"
"203","12.033718","213.179.201.175","10.12.223.178","UDP","111","50005  >  60052 Len=69"
"204","12.033953","213.179.201.175","10.12.223.178","UDP","111","50005  >  55126 Len=69"
"205","12.033953","213.179.201.175","10.12.223.178","UDP","113","50005  >  60052 Len=71"
"206","12.033953","213.179.201.175","10.12.223.178","UDP","113","50005  >  55126 Len=71"
"207","12.033953","213.179.201.175","10.12.223.178","UDP","112","50005  >  60052 Len=70"
"208","12.034153","213.179.201.175","10.12.223.178","UDP","112","50005  >  55126 Len=70"
"209","12.034153","213.179.201.175","10.12.223.178","UDP","112","50005  >  60052 Len=70"
"210","12.034334","213.179.201.175","10.12.223.178","UDP","112","50005  >  55126 Len=70"
"211","12.039040","213.179.201.175","10.12.223.178","UDP","110","50005  >  60052 Len=68"
"212","12.039040","213.179.201.175","10.12.223.178","UDP","110","50005  >  55126 Len=68"
"214","12.058001","213.179.201.175","10.12.223.178","UDP","117","50005  >  60052 Len=75"
"215","12.058001","213.179.201.175","10.12.223.178","UDP","117","50005  >  55126 Len=75"
"218","12.078336","213.179.201.175","10.12.223.178","UDP","113","50005  >  60052 Len=71"
"219","12.078336","213.179.201.175","10.12.223.178","UDP","113","50005  >  55126 Len=71"
"221","12.097767","213.179.201.175","10.12.223.178","UDP","109","50005  >  60052 Len=67"
"222","12.097767","213.179.201.175","10.12.223.178","UDP","109","50005  >  55126 Len=67"
"224","12.117905","213.179.201.175","10.12.223.178","UDP","111","50005  >  60052 Len=69"
"225","12.117905","213.179.201.175","10.12.223.178","UDP","111","50005  >  55126 Len=69"
"226","12.143233","213.179.201.175","10.12.223.178","UDP","118","50005  >  60052 Len=76"
"227","12.143233","213.179.201.175","10.12.223.178","UDP","118","50005  >  55126 Len=76"
"228","12.159273","213.179.201.175","10.12.223.178","UDP","116","50005  >  55126 Len=74"
"229","12.159273","213.179.201.175","10.12.223.178","UDP","116","50005  >  60052 Len=74"
"230","12.178980","213.179.201.175","10.12.223.178","UDP","115","50005  >  60052 Len=73"
"231","12.178980","213.179.201.175","10.12.223.178","UDP","115","50005  >  55126 Len=73"
"232","12.201077","213.179.201.175","10.12.223.178","UDP","112","50005  >  60052 Len=70"
"233","12.201077","213.179.201.175","10.12.223.178","UDP","112","50005  >  55126 Len=70"
"234","12.218121","213.179.201.175","10.12.223.178","UDP","115","50005  >  60052 Len=73"
"235","12.218121","213.179.201.175","10.12.223.178","UDP","115","50005  >  55126 Len=73"
"236","12.239351","213.179.201.175","10.12.223.178","UDP","120","50005  >  60052 Len=78"
"237","12.239351","213.179.201.175","10.12.223.178","UDP","120","50005  >  55126 Len=78"
"238","12.258023","213.179.201.175","10.12.223.178","UDP","129","50005  >  60052 Len=87"
"239","12.258023","213.179.201.175","10.12.223.178","UDP","129","50005  >  55126 Len=87"
"240","12.278455","213.179.201.175","10.12.223.178","UDP","126","50005  >  60052 Len=84"
"241","12.278455","213.179.201.175","10.12.223.178","UDP","126","50005  >  55126 Len=84"
"242","12.297770","213.179.201.175","10.12.223.178","UDP","115","50005  >  60052 Len=73"
"243","12.297770","213.179.201.175","10.12.223.178","UDP","115","50005  >  55126 Len=73"
"244","12.323107","213.179.201.175","10.12.223.178","UDP","120","50005  >  60052 Len=78"
"245","12.323107","213.179.201.175","10.12.223.178","UDP","120","50005  >  55126 Len=78"
"246","12.339568","213.179.201.175","10.12.223.178","UDP","115","50005  >  60052 Len=73"
"247","12.339568","213.179.201.175","10.12.223.178","UDP","115","50005  >  55126 Len=73"
"248","12.358885","213.179.201.175","10.12.223.178","UDP","122","50005  >  60052 Len=80"
"249","12.358885","213.179.201.175","10.12.223.178","UDP","122","50005  >  55126 Len=80"
"250","12.378687","213.179.201.175","10.12.223.178","UDP","127","50005  >  60052 Len=85"
"251","12.378687","213.179.201.175","10.12.223.178","UDP","127","50005  >  55126 Len=85"
"252","12.397692","213.179.201.175","10.12.223.178","UDP","122","50005  >  60052 Len=80"
"253","12.397692","213.179.201.175","10.12.223.178","UDP","122","50005  >  55126 Len=80"
"254","12.418376","213.179.201.175","10.12.223.178","UDP","120","50005  >  60052 Len=78"
"255","12.418376","213.179.201.175","10.12.223.178","UDP","120","50005  >  55126 Len=78"
"256","12.438732","213.179.201.175","10.12.223.178","UDP","124","50005  >  60052 Len=82"
"257","12.438732","213.179.201.175","10.12.223.178","UDP","124","50005  >  55126 Len=82"
"258","12.458980","213.179.201.175","10.12.223.178","UDP","122","50005  >  60052 Len=80"
"259","12.458980","213.179.201.175","10.12.223.178","UDP","122","50005  >  55126 Len=80"
"260","12.481438","213.179.201.175","10.12.223.178","UDP","120","50005  >  60052 Len=78"
"261","12.481438","213.179.201.175","10.12.223.178","UDP","120","50005  >  55126 Len=78"
"264","12.498911","213.179.201.175","10.12.223.178","UDP","116","50005  >  55126 Len=74"
"265","12.498911","213.179.201.175","10.12.223.178","UDP","116","50005  >  60052 Len=74"
"266","12.517913","213.179.201.175","10.12.223.178","UDP","123","50005  >  60052 Len=81"
"267","12.517913","213.179.201.175","10.12.223.178","UDP","123","50005  >  55126 Len=81"
"268","12.537987","213.179.201.175","10.12.223.178","UDP","112","50005  >  60052 Len=70"
"269","12.537987","213.179.201.175","10.12.223.178","UDP","112","50005  >  55126 Len=70"
"270","12.558098","213.179.201.175","10.12.223.178","UDP","115","50005  >  60052 Len=73"
"271","12.558098","213.179.201.175","10.12.223.178","UDP","115","50005  >  55126 Len=73"
"272","12.578218","213.179.201.175","10.12.223.178","UDP","117","50005  >  60052 Len=75"
"273","12.578218","213.179.201.175","10.12.223.178","UDP","117","50005  >  55126 Len=75"
