"No.","Time","Source","Destination","Protocol","Length","Info"
"6","0.041551","10.12.10.125","213.179.201.175","UDP","50","54425  >  50005 Len=8"
"72","2.186369","10.12.10.125","213.179.201.175","UDP","50","55745  >  50005 Len=8"
"109","4.846626","10.12.10.125","213.179.201.175","UDP","116","51692  >  50005 Len=74"
"111","5.040882","10.12.10.125","213.179.201.175","UDP","50","51692  >  50005 Len=8"
"127","7.186620","10.12.10.125","213.179.201.175","UDP","50","55745  >  50005 Len=8"
"159","10.041494","10.12.10.125","213.179.201.175","UDP","50","51692  >  50005 Len=8"
"183","11.317786","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"185","11.342049","10.12.10.125","213.179.201.175","UDP","120","55745  >  50005 Len=78"
"188","11.357951","10.12.10.125","213.179.201.175","UDP","128","55745  >  50005 Len=86"
"191","11.378012","10.12.10.125","213.179.201.175","UDP","124","55745  >  50005 Len=82"
"196","11.396816","10.12.10.125","213.179.201.175","UDP","107","55745  >  50005 Len=65"
"198","11.417629","10.12.10.125","213.179.201.175","UDP","110","55745  >  50005 Len=68"
"205","11.437981","10.12.10.125","213.179.201.175","UDP","124","55745  >  50005 Len=82"
"207","11.457224","10.12.10.125","213.179.201.175","UDP","124","55745  >  50005 Len=82"
"213","11.477452","10.12.10.125","213.179.201.175","UDP","130","55745  >  50005 Len=88"
"215","11.500678","10.12.10.125","213.179.201.175","UDP","124","55745  >  50005 Len=82"
"217","11.518438","10.12.10.125","213.179.201.175","UDP","125","55745  >  50005 Len=83"
"219","11.538259","10.12.10.125","213.179.201.175","UDP","125","55745  >  50005 Len=83"
"221","11.557183","10.12.10.125","213.179.201.175","UDP","119","55745  >  50005 Len=77"
"223","11.578157","10.12.10.125","213.179.201.175","UDP","119","55745  >  50005 Len=77"
"225","11.597317","10.12.10.125","213.179.201.175","UDP","111","55745  >  50005 Len=69"
"227","11.617472","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"229","11.638134","10.12.10.125","213.179.201.175","UDP","108","55745  >  50005 Len=66"
"231","11.657964","10.12.10.125","213.179.201.175","UDP","110","55745  >  50005 Len=68"
"233","11.682686","10.12.10.125","213.179.201.175","UDP","108","55745  >  50005 Len=66"
"235","11.698383","10.12.10.125","213.179.201.175","UDP","108","55745  >  50005 Len=66"
"237","11.717831","10.12.10.125","213.179.201.175","UDP","110","55745  >  50005 Len=68"
"242","11.737521","10.12.10.125","213.179.201.175","UDP","109","55745  >  50005 Len=67"
"244","11.758090","10.12.10.125","213.179.201.175","UDP","110","55745  >  50005 Len=68"
"246","11.777216","10.12.10.125","213.179.201.175","UDP","111","55745  >  50005 Len=69"
"248","11.797271","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"250","11.817680","10.12.10.125","213.179.201.175","UDP","111","55745  >  50005 Len=69"
"252","11.838191","10.12.10.125","213.179.201.175","UDP","109","55745  >  50005 Len=67"
"253","11.858079","10.12.10.125","213.179.201.175","UDP","111","55745  >  50005 Len=69"
"254","11.877595","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"255","11.898285","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"256","11.917643","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"262","11.938141","10.12.10.125","213.179.201.175","UDP","110","55745  >  50005 Len=68"
"266","11.957160","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"268","11.977821","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"270","11.996880","10.12.10.125","213.179.201.175","UDP","109","55745  >  50005 Len=67"
"272","12.017239","10.12.10.125","213.179.201.175","UDP","111","55745  >  50005 Len=69"
"274","12.042581","10.12.10.125","213.179.201.175","UDP","118","55745  >  50005 Len=76"
"276","12.058550","10.12.10.125","213.179.201.175","UDP","116","55745  >  50005 Len=74"
"278","12.078141","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"280","12.098008","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"282","12.117371","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"284","12.138045","10.12.10.125","213.179.201.175","UDP","120","55745  >  50005 Len=78"
"286","12.157298","10.12.10.125","213.179.201.175","UDP","129","55745  >  50005 Len=87"
"288","12.177882","10.12.10.125","213.179.201.175","UDP","126","55745  >  50005 Len=84"
"290","12.185858","10.12.10.125","213.179.201.175","UDP","50","55745  >  50005 Len=8"
"294","12.197005","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"297","12.217148","10.12.10.125","213.179.201.175","UDP","120","55745  >  50005 Len=78"
"300","12.238363","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"303","12.257956","10.12.10.125","213.179.201.175","UDP","122","55745  >  50005 Len=80"
"305","12.276897","10.12.10.125","213.179.201.175","UDP","127","55745  >  50005 Len=85"
"307","12.296994","10.12.10.125","213.179.201.175","UDP","122","55745  >  50005 Len=80"
"309","12.317602","10.12.10.125","213.179.201.175","UDP","120","55745  >  50005 Len=78"
"312","12.338094","10.12.10.125","213.179.201.175","UDP","124","55745  >  50005 Len=82"
"314","12.358193","10.12.10.125","213.179.201.175","UDP","122","55745  >  50005 Len=80"
"317","12.380715","10.12.10.125","213.179.201.175","UDP","120","55745  >  50005 Len=78"
"321","12.398082","10.12.10.125","213.179.201.175","UDP","116","55745  >  50005 Len=74"
"323","12.417183","10.12.10.125","213.179.201.175","UDP","123","55745  >  50005 Len=81"
"325","12.437319","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"327","12.457367","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"329","12.477512","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"331","12.498107","10.12.10.125","213.179.201.175","UDP","123","55745  >  50005 Len=81"
"333","12.517259","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"335","12.538359","10.12.10.125","213.179.201.175","UDP","120","55745  >  50005 Len=78"
"337","12.557769","10.12.10.125","213.179.201.175","UDP","118","55745  >  50005 Len=76"
"339","12.577500","10.12.10.125","213.179.201.175","UDP","136","55745  >  50005 Len=94"
"341","12.599632","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"343","12.620666","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"345","12.638572","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"347","12.658485","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"349","12.678699","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"351","12.699979","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"353","12.717301","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"357","12.739926","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"359","12.758154","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"361","12.777272","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"363","12.797518","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"365","12.818462","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"367","12.838271","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"369","12.858067","10.12.10.125","213.179.201.175","UDP","116","55745  >  50005 Len=74"
"371","12.877560","10.12.10.125","213.179.201.175","UDP","119","55745  >  50005 Len=77"
"373","12.898628","10.12.10.125","213.179.201.175","UDP","119","55745  >  50005 Len=77"
"375","12.918098","10.12.10.125","213.179.201.175","UDP","118","55745  >  50005 Len=76"
"377","12.938018","10.12.10.125","213.179.201.175","UDP","119","55745  >  50005 Len=77"
"379","12.957836","10.12.10.125","213.179.201.175","UDP","118","55745  >  50005 Len=76"
"381","12.976992","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"383","12.997973","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"385","13.017051","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"387","13.037067","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"389","13.057185","10.12.10.125","213.179.201.175","UDP","112","55745  >  50005 Len=70"
"391","13.080429","10.12.10.125","213.179.201.175","UDP","114","55745  >  50005 Len=72"
"393","13.099238","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"395","13.118145","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"397","13.138120","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"399","13.157167","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"403","13.178086","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"405","13.197776","10.12.10.125","213.179.201.175","UDP","113","55745  >  50005 Len=71"
"407","13.216889","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"409","13.237539","10.12.10.125","213.179.201.175","UDP","114","55745  >  50005 Len=72"
"411","13.258241","10.12.10.125","213.179.201.175","UDP","116","55745  >  50005 Len=74"
"413","13.277658","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"415","13.298187","10.12.10.125","213.179.201.175","UDP","115","55745  >  50005 Len=73"
"417","13.317204","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"420","13.337316","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"422","13.358134","10.12.10.125","213.179.201.175","UDP","117","55745  >  50005 Len=75"
"424","13.377927","10.12.10.125","213.179.201.175","UDP","119","55745  >  50005 Len=77"
