"No.","Time","Source","Destination","Protocol","Length","Info"
"17","0.692822","10.12.10.125","213.179.201.175","UDP","50","50970  >  50005 Len=8"
"81","3.774762","10.12.10.125","213.179.201.175","UDP","50","55517  >  50005 Len=8"
"97","5.693801","10.12.10.125","213.179.201.175","UDP","50","50970  >  50005 Len=8"
"114","8.775807","10.12.10.125","213.179.201.175","UDP","50","55517  >  50005 Len=8"
"156","10.694029","10.12.10.125","213.179.201.175","UDP","50","50970  >  50005 Len=8"
"167","11.193862","10.12.10.125","213.179.201.175","UDP","542","50970  >  50005 Len=500"
"170","11.211201","10.12.10.125","213.179.201.175","UDP","356","50970  >  50005 Len=314"
"172","11.232304","10.12.10.125","213.179.201.175","UDP","492","50970  >  50005 Len=450"
"176","11.251321","10.12.10.125","213.179.201.175","UDP","402","50970  >  50005 Len=360"
"178","11.271760","10.12.10.125","213.179.201.175","UDP","420","50970  >  50005 Len=378"
"180","11.292791","10.12.10.125","213.179.201.175","UDP","452","50970  >  50005 Len=410"
"182","11.311623","10.12.10.125","213.179.201.175","UDP","409","50970  >  50005 Len=367"
"184","11.332797","10.12.10.125","213.179.201.175","UDP","407","50970  >  50005 Len=365"
"186","11.352826","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"188","11.372559","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"190","11.394498","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"192","11.413939","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"194","11.431119","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"196","11.451661","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"198","11.473847","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"200","11.491026","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"202","11.512108","10.12.10.125","213.179.201.175","UDP","392","50970  >  50005 Len=350"
"204","11.534935","10.12.10.125","213.179.201.175","UDP","398","50970  >  50005 Len=356"
"206","11.551616","10.12.10.125","213.179.201.175","UDP","391","50970  >  50005 Len=349"
"208","11.574579","10.12.10.125","213.179.201.175","UDP","399","50970  >  50005 Len=357"
"210","11.591728","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"216","11.612418","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"218","11.631588","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"220","11.652586","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"222","11.671668","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"224","11.692605","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"226","11.713843","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"228","11.732552","10.12.10.125","213.179.201.175","UDP","395","50970  >  50005 Len=353"
"230","11.752248","10.12.10.125","213.179.201.175","UDP","373","50970  >  50005 Len=331"
"232","11.771235","10.12.10.125","213.179.201.175","UDP","417","50970  >  50005 Len=375"
"234","11.791312","10.12.10.125","213.179.201.175","UDP","356","50970  >  50005 Len=314"
"236","11.811482","10.12.10.125","213.179.201.175","UDP","380","50970  >  50005 Len=338"
