"No.","Time","Source","Destination","Protocol","Length","Info"
"55","4.099249","213.179.201.189","10.12.223.178","UDP","77","50007  >  58969 Len=35"
"56","4.099249","213.179.201.189","10.12.223.178","UDP","77","50007  >  55354 Len=35"
"59","4.111461","213.179.201.189","10.12.223.178","UDP","608","50007  >  58969 Len=566"
"60","4.111461","213.179.201.189","10.12.223.178","UDP","608","50007  >  55354 Len=566"
"61","4.133349","213.179.201.189","10.12.223.178","UDP","490","50007  >  58969 Len=448"
"62","4.133349","213.179.201.189","10.12.223.178","UDP","490","50007  >  55354 Len=448"
"63","4.149649","213.179.201.189","10.12.223.178","UDP","378","50007  >  58969 Len=336"
"64","4.149649","213.179.201.189","10.12.223.178","UDP","378","50007  >  55354 Len=336"
"67","4.171487","213.179.201.189","10.12.223.178","UDP","380","50007  >  58969 Len=338"
"68","4.171487","213.179.201.189","10.12.223.178","UDP","380","50007  >  55354 Len=338"
"69","4.187446","213.179.201.189","10.12.223.178","UDP","373","50007  >  58969 Len=331"
"70","4.188660","213.179.201.189","10.12.223.178","UDP","373","50007  >  55354 Len=331"
"71","4.212469","213.179.201.189","10.12.223.178","UDP","379","50007  >  58969 Len=337"
"72","4.212469","213.179.201.189","10.12.223.178","UDP","379","50007  >  55354 Len=337"
"73","4.229633","213.179.201.189","10.12.223.178","UDP","379","50007  >  58969 Len=337"
"74","4.229633","213.179.201.189","10.12.223.178","UDP","379","50007  >  55354 Len=337"
"75","4.252322","213.179.201.189","10.12.223.178","UDP","379","50007  >  58969 Len=337"
"76","4.252322","213.179.201.189","10.12.223.178","UDP","379","50007  >  55354 Len=337"
"77","4.269294","213.179.201.189","10.12.223.178","UDP","378","50007  >  58969 Len=336"
"78","4.272003","213.179.201.189","10.12.223.178","UDP","378","50007  >  55354 Len=336"
"79","4.290562","213.179.201.189","10.12.223.178","UDP","382","50007  >  58969 Len=340"
"80","4.290562","213.179.201.189","10.12.223.178","UDP","382","50007  >  55354 Len=340"
"81","4.311895","213.179.201.189","10.12.223.178","UDP","377","50007  >  58969 Len=335"
"82","4.311895","213.179.201.189","10.12.223.178","UDP","377","50007  >  55354 Len=335"
