"No.","Time","Source","Destination","Protocol","Length","Info"
"47","2.318855","213.179.201.189","10.12.223.178","UDP","60","50007  >  55354 Len=8"
"56","3.133066","213.179.201.189","10.12.223.178","UDP","60","50007  >  64203 Len=8"
"66","3.971337","213.179.201.189","10.12.223.178","UDP","615","50007  >  64203 Len=573"
"67","3.971337","213.179.201.189","10.12.223.178","UDP","615","50007  >  55354 Len=573"
"70","3.984712","213.179.201.189","10.12.223.178","UDP","370","50007  >  64203 Len=328"
"71","3.984712","213.179.201.189","10.12.223.178","UDP","370","50007  >  55354 Len=328"
"75","4.005436","213.179.201.189","10.12.223.178","UDP","371","50007  >  64203 Len=329"
"76","4.005436","213.179.201.189","10.12.223.178","UDP","371","50007  >  55354 Len=329"
"79","4.026946","213.179.201.189","10.12.223.178","UDP","376","50007  >  64203 Len=334"
"80","4.026946","213.179.201.189","10.12.223.178","UDP","376","50007  >  55354 Len=334"
"81","4.046645","213.179.201.189","10.12.223.178","UDP","375","50007  >  64203 Len=333"
"82","4.046645","213.179.201.189","10.12.223.178","UDP","375","50007  >  55354 Len=333"
"83","4.083642","213.179.201.189","10.12.223.178","UDP","388","50007  >  64203 Len=346"
"84","4.083642","213.179.201.189","10.12.223.178","UDP","388","50007  >  55354 Len=346"
"85","4.087645","213.179.201.189","10.12.223.178","UDP","402","50007  >  64203 Len=360"
"86","4.087645","213.179.201.189","10.12.223.178","UDP","402","50007  >  55354 Len=360"
"87","4.107119","213.179.201.189","10.12.223.178","UDP","419","50007  >  64203 Len=377"
"88","4.107119","213.179.201.189","10.12.223.178","UDP","419","50007  >  55354 Len=377"
"89","4.125569","213.179.201.189","10.12.223.178","UDP","423","50007  >  64203 Len=381"
"90","4.125569","213.179.201.189","10.12.223.178","UDP","423","50007  >  55354 Len=381"
"91","4.145235","213.179.201.189","10.12.223.178","UDP","419","50007  >  64203 Len=377"
"92","4.145235","213.179.201.189","10.12.223.178","UDP","419","50007  >  55354 Len=377"
"93","4.165853","213.179.201.189","10.12.223.178","UDP","421","50007  >  64203 Len=379"
"94","4.165853","213.179.201.189","10.12.223.178","UDP","421","50007  >  55354 Len=379"
"95","4.186709","213.179.201.189","10.12.223.178","UDP","419","50007  >  64203 Len=377"
"96","4.186709","213.179.201.189","10.12.223.178","UDP","419","50007  >  55354 Len=377"
"97","4.207131","213.179.201.189","10.12.223.178","UDP","424","50007  >  64203 Len=382"
"98","4.207131","213.179.201.189","10.12.223.178","UDP","424","50007  >  55354 Len=382"
"99","4.224254","213.179.201.189","10.12.223.178","UDP","428","50007  >  64203 Len=386"
"100","4.225273","213.179.201.189","10.12.223.178","UDP","428","50007  >  55354 Len=386"
"102","4.258449","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"103","4.258449","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"105","4.264972","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"106","4.264972","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"109","4.285204","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"110","4.285204","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"113","4.312083","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"114","4.312083","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"115","4.325341","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"116","4.325341","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"118","4.343936","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"119","4.343936","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"120","4.365593","213.179.201.189","10.12.223.178","UDP","392","50007  >  64203 Len=350"
"121","4.365593","213.179.201.189","10.12.223.178","UDP","392","50007  >  55354 Len=350"
"122","4.386501","213.179.201.189","10.12.223.178","UDP","393","50007  >  64203 Len=351"
"123","4.386501","213.179.201.189","10.12.223.178","UDP","393","50007  >  55354 Len=351"
"124","4.404558","213.179.201.189","10.12.223.178","UDP","390","50007  >  64203 Len=348"
"125","4.404558","213.179.201.189","10.12.223.178","UDP","390","50007  >  55354 Len=348"
"126","4.426567","213.179.201.189","10.12.223.178","UDP","401","50007  >  64203 Len=359"
"127","4.426567","213.179.201.189","10.12.223.178","UDP","401","50007  >  55354 Len=359"
"128","4.445640","213.179.201.189","10.12.223.178","UDP","399","50007  >  64203 Len=357"
"129","4.445640","213.179.201.189","10.12.223.178","UDP","399","50007  >  55354 Len=357"
"130","4.465731","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"131","4.465731","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"132","4.484482","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"133","4.484482","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"134","4.520407","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"135","4.520407","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"136","4.536437","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"137","4.536437","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"138","4.544945","213.179.201.189","10.12.223.178","UDP","392","50007  >  64203 Len=350"
"139","4.545638","213.179.201.189","10.12.223.178","UDP","392","50007  >  55354 Len=350"
"140","4.565321","213.179.201.189","10.12.223.178","UDP","389","50007  >  64203 Len=347"
"141","4.565321","213.179.201.189","10.12.223.178","UDP","389","50007  >  55354 Len=347"
"144","4.586513","213.179.201.189","10.12.223.178","UDP","392","50007  >  55354 Len=350"
"145","4.586513","213.179.201.189","10.12.223.178","UDP","392","50007  >  64203 Len=350"
"146","4.607428","213.179.201.189","10.12.223.178","UDP","394","50007  >  64203 Len=352"
"147","4.607428","213.179.201.189","10.12.223.178","UDP","394","50007  >  55354 Len=352"
"148","4.626233","213.179.201.189","10.12.223.178","UDP","397","50007  >  64203 Len=355"
"149","4.626233","213.179.201.189","10.12.223.178","UDP","397","50007  >  55354 Len=355"
"150","4.646564","213.179.201.189","10.12.223.178","UDP","396","50007  >  64203 Len=354"
"151","4.646564","213.179.201.189","10.12.223.178","UDP","396","50007  >  55354 Len=354"
"154","4.671957","213.179.201.189","10.12.223.178","UDP","394","50007  >  64203 Len=352"
"155","4.671957","213.179.201.189","10.12.223.178","UDP","394","50007  >  55354 Len=352"
"156","4.686415","213.179.201.189","10.12.223.178","UDP","395","50007  >  64203 Len=353"
"157","4.686415","213.179.201.189","10.12.223.178","UDP","395","50007  >  55354 Len=353"
"158","4.704528","213.179.201.189","10.12.223.178","UDP","396","50007  >  64203 Len=354"
"159","4.704528","213.179.201.189","10.12.223.178","UDP","396","50007  >  55354 Len=354"
"160","4.725947","213.179.201.189","10.12.223.178","UDP","396","50007  >  64203 Len=354"
