"No.","Time","Source","Destination","Protocol","Length","Info"
"35","2.486146","213.179.201.189","10.12.223.178","UDP","60","50007  >  61606 Len=8"
"42","2.971725","213.179.201.189","10.12.223.178","UDP","60","50007  >  55354 Len=8"
"43","3.191463","213.179.201.189","10.12.223.178","UDP","89","50007  >  61606 Len=47"
"44","3.191463","213.179.201.189","10.12.223.178","UDP","89","50007  >  55354 Len=47"
"47","3.225102","213.179.201.189","10.12.223.178","UDP","118","50007  >  61606 Len=76"
"48","3.225102","213.179.201.189","10.12.223.178","UDP","118","50007  >  55354 Len=76"
"49","3.234076","213.179.201.189","10.12.223.178","UDP","114","50007  >  61606 Len=72"
"50","3.234076","213.179.201.189","10.12.223.178","UDP","114","50007  >  55354 Len=72"
"52","3.254853","213.179.201.189","10.12.223.178","UDP","114","50007  >  55354 Len=72"
"53","3.254853","213.179.201.189","10.12.223.178","UDP","114","50007  >  61606 Len=72"
"55","3.273712","213.179.201.189","10.12.223.178","UDP","111","50007  >  61606 Len=69"
"56","3.273712","213.179.201.189","10.12.223.178","UDP","111","50007  >  55354 Len=69"
"57","3.295676","213.179.201.189","10.12.223.178","UDP","107","50007  >  61606 Len=65"
"58","3.295676","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"59","3.313910","213.179.201.189","10.12.223.178","UDP","109","50007  >  61606 Len=67"
"60","3.313910","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"61","3.333304","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"62","3.333304","213.179.201.189","10.12.223.178","UDP","106","50007  >  61606 Len=64"
"63","3.352252","213.179.201.189","10.12.223.178","UDP","106","50007  >  61606 Len=64"
"64","3.352252","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"65","3.370910","213.179.201.189","10.12.223.178","UDP","106","50007  >  61606 Len=64"
"66","3.370910","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"67","3.397480","213.179.201.189","10.12.223.178","UDP","105","50007  >  61606 Len=63"
"68","3.397480","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"69","3.413176","213.179.201.189","10.12.223.178","UDP","104","50007  >  61606 Len=62"
"70","3.413176","213.179.201.189","10.12.223.178","UDP","104","50007  >  55354 Len=62"
