"No.","Time","Source","Destination","Protocol","Length","Info"
"73","4.117617","213.179.201.189","10.12.223.178","UDP","60","50007  >  60782 Len=8"
"78","4.387484","213.179.201.189","10.12.223.178","UDP","60","50007  >  55354 Len=8"
"104","6.709364","213.179.201.189","10.12.223.178","UDP","89","50007  >  60782 Len=47"
"105","6.709364","213.179.201.189","10.12.223.178","UDP","89","50007  >  55354 Len=47"
"106","6.714724","213.179.201.189","10.12.223.178","UDP","118","50007  >  60782 Len=76"
"107","6.717339","213.179.201.189","10.12.223.178","UDP","118","50007  >  55354 Len=76"
"109","6.733260","213.179.201.189","10.12.223.178","UDP","114","50007  >  60782 Len=72"
"110","6.737601","213.179.201.189","10.12.223.178","UDP","114","50007  >  55354 Len=72"
"112","6.751656","213.179.201.189","10.12.223.178","UDP","114","50007  >  60782 Len=72"
"113","6.752596","213.179.201.189","10.12.223.178","UDP","114","50007  >  55354 Len=72"
"115","6.772800","213.179.201.189","10.12.223.178","UDP","111","50007  >  60782 Len=69"
"116","6.772800","213.179.201.189","10.12.223.178","UDP","111","50007  >  55354 Len=69"
"118","6.791232","213.179.201.189","10.12.223.178","UDP","107","50007  >  60782 Len=65"
"119","6.792222","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"121","6.814000","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"122","6.814000","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"123","6.834193","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"124","6.834193","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"125","6.853513","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"126","6.853513","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"127","6.880727","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"128","6.881182","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"129","6.894572","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"130","6.894572","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"131","6.924038","213.179.201.189","10.12.223.178","UDP","104","50007  >  60782 Len=62"
"132","6.924161","213.179.201.189","10.12.223.178","UDP","104","50007  >  55354 Len=62"
"133","6.933589","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"134","6.933686","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"137","6.951450","213.179.201.189","10.12.223.178","UDP","111","50007  >  60782 Len=69"
"138","6.952794","213.179.201.189","10.12.223.178","UDP","111","50007  >  55354 Len=69"
"139","6.971062","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"140","6.972222","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"143","6.991415","213.179.201.189","10.12.223.178","UDP","107","50007  >  60782 Len=65"
"144","6.992540","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"145","7.011536","213.179.201.189","10.12.223.178","UDP","110","50007  >  60782 Len=68"
"146","7.012723","213.179.201.189","10.12.223.178","UDP","110","50007  >  55354 Len=68"
"147","7.033714","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"148","7.033714","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"150","7.059785","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"151","7.062061","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"152","7.074742","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"153","7.074742","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"154","7.091472","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"155","7.095895","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"156","7.113318","213.179.201.189","10.12.223.178","UDP","104","50007  >  60782 Len=62"
"157","7.117474","213.179.201.189","10.12.223.178","UDP","104","50007  >  55354 Len=62"
"158","7.132329","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"159","7.133281","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"160","7.152763","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"161","7.152763","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"162","7.174306","213.179.201.189","10.12.223.178","UDP","104","50007  >  60782 Len=62"
"163","7.174306","213.179.201.189","10.12.223.178","UDP","104","50007  >  55354 Len=62"
"164","7.192555","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"165","7.194832","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"166","7.211224","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"167","7.213146","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"168","7.233343","213.179.201.189","10.12.223.178","UDP","117","50007  >  60782 Len=75"
"169","7.234510","213.179.201.189","10.12.223.178","UDP","117","50007  >  55354 Len=75"
"170","7.252090","213.179.201.189","10.12.223.178","UDP","107","50007  >  60782 Len=65"
"171","7.254361","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"172","7.271462","213.179.201.189","10.12.223.178","UDP","110","50007  >  60782 Len=68"
"173","7.277315","213.179.201.189","10.12.223.178","UDP","110","50007  >  55354 Len=68"
"174","7.292341","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"175","7.292341","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"176","7.313301","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"177","7.313951","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"178","7.332071","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"179","7.334166","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"180","7.352772","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"181","7.356138","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"182","7.373420","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"183","7.374424","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"184","7.391912","213.179.201.189","10.12.223.178","UDP","111","50007  >  60782 Len=69"
"185","7.396081","213.179.201.189","10.12.223.178","UDP","111","50007  >  55354 Len=69"
"186","7.418942","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"187","7.418942","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"188","7.432497","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"189","7.432497","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"190","7.453766","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"191","7.453766","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"192","7.472234","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"193","7.472234","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"194","7.492601","213.179.201.189","10.12.223.178","UDP","103","50007  >  60782 Len=61"
"195","7.493554","213.179.201.189","10.12.223.178","UDP","103","50007  >  55354 Len=61"
"196","7.514218","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"197","7.514218","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"198","7.538312","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"199","7.538312","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"202","7.553970","213.179.201.189","10.12.223.178","UDP","106","50007  >  60782 Len=64"
"203","7.553970","213.179.201.189","10.12.223.178","UDP","106","50007  >  55354 Len=64"
"204","7.574442","213.179.201.189","10.12.223.178","UDP","105","50007  >  60782 Len=63"
"205","7.574442","213.179.201.189","10.12.223.178","UDP","105","50007  >  55354 Len=63"
"211","7.593128","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"212","7.593128","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"214","7.698198","213.179.201.189","10.12.223.178","UDP","107","50007  >  60782 Len=65"
"215","7.698198","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"216","7.698301","213.179.201.189","10.12.223.178","UDP","109","50007  >  60782 Len=67"
"217","7.698301","213.179.201.189","10.12.223.178","UDP","112","50007  >  60782 Len=70"
"218","7.698301","213.179.201.189","10.12.223.178","UDP","108","50007  >  60782 Len=66"
"219","7.698301","213.179.201.189","10.12.223.178","UDP","107","50007  >  60782 Len=65"
"220","7.699129","213.179.201.189","10.12.223.178","UDP","109","50007  >  55354 Len=67"
"221","7.699129","213.179.201.189","10.12.223.178","UDP","112","50007  >  55354 Len=70"
"222","7.699129","213.179.201.189","10.12.223.178","UDP","108","50007  >  55354 Len=66"
"223","7.699129","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"224","7.712513","213.179.201.189","10.12.223.178","UDP","103","50007  >  60782 Len=61"
"225","7.718935","213.179.201.189","10.12.223.178","UDP","103","50007  >  55354 Len=61"
"226","7.733341","213.179.201.189","10.12.223.178","UDP","107","50007  >  60782 Len=65"
"227","7.733341","213.179.201.189","10.12.223.178","UDP","107","50007  >  55354 Len=65"
"228","7.757944","213.179.201.189","10.12.223.178","UDP","110","50007  >  60782 Len=68"
"229","7.758875","213.179.201.189","10.12.223.178","UDP","110","50007  >  55354 Len=68"
"230","7.773656","213.179.201.189","10.12.223.178","UDP","104","50007  >  60782 Len=62"
"231","7.773656","213.179.201.189","10.12.223.178","UDP","104","50007  >  55354 Len=62"
